regime,alt_km,delta,sigma_h_km,sigma_v_km,kappa_h,advection_ms,patch_air_mass_kg,heating_fraction,E_thermal_min_J,tau_diff_s,tau_adv_s,transport_survivable_1h,classification
storm,300,1.0,1000.0,30.0,1000.0,0.0,28514781.05747938,0.5,1431442009085.4648,500000000.0,inf,True,thermodynamically_conceivable
storm,300,1.0,1000.0,30.0,1000.0,100.0,28514781.05747938,0.5,1431442009085.4648,500000000.0,10000.0,True,thermodynamically_conceivable
storm,300,1.0,1000.0,30.0,1000.0,300.0,28514781.05747938,0.5,1431442009085.4648,500000000.0,3333.3333333333335,False,transport_limited
storm,300,1.0,1000.0,30.0,100000.0,0.0,28514781.05747938,0.5,1431442009085.4648,5000000.0,inf,True,thermodynamically_conceivable
storm,300,1.0,1000.0,30.0,100000.0,100.0,28514781.05747938,0.5,1431442009085.4648,5000000.0,10000.0,True,thermodynamically_conceivable
storm,300,1.0,1000.0,30.0,100000.0,300.0,28514781.05747938,0.5,1431442009085.4648,5000000.0,3333.3333333333335,False,transport_limited
storm,300,1.0,1000.0,30.0,1000000.0,0.0,28514781.05747938,0.5,1431442009085.4648,500000.0,inf,True,thermodynamically_conceivable
storm,300,1.0,1000.0,30.0,1000000.0,100.0,28514781.05747938,0.5,1431442009085.4648,500000.0,10000.0,True,thermodynamically_conceivable
storm,300,1.0,1000.0,30.0,1000000.0,300.0,28514781.05747938,0.5,1431442009085.4648,500000.0,3333.3333333333335,False,transport_limited
storm,300,5.0,50.0,30.0,1000.0,0.0,71286.95264369845,0.8333333333333334,5964341704.52277,1250000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,50.0,30.0,1000.0,100.0,71286.95264369845,0.8333333333333334,5964341704.52277,1250000.0,500.0,False,transport_limited
storm,300,5.0,50.0,30.0,1000.0,300.0,71286.95264369845,0.8333333333333334,5964341704.52277,1250000.0,166.66666666666666,False,transport_limited
storm,300,5.0,50.0,30.0,100000.0,0.0,71286.95264369845,0.8333333333333334,5964341704.52277,12500.0,inf,True,thermodynamically_conceivable
storm,300,5.0,50.0,30.0,100000.0,100.0,71286.95264369845,0.8333333333333334,5964341704.52277,12500.0,500.0,False,transport_limited
storm,300,5.0,50.0,30.0,100000.0,300.0,71286.95264369845,0.8333333333333334,5964341704.52277,12500.0,166.66666666666666,False,transport_limited
storm,300,5.0,50.0,30.0,1000000.0,0.0,71286.95264369845,0.8333333333333334,5964341704.52277,1250.0,inf,False,transport_limited
storm,300,5.0,50.0,30.0,1000000.0,100.0,71286.95264369845,0.8333333333333334,5964341704.52277,1250.0,500.0,False,transport_limited
storm,300,5.0,50.0,30.0,1000000.0,300.0,71286.95264369845,0.8333333333333334,5964341704.52277,1250.0,166.66666666666666,False,transport_limited
storm,300,5.0,200.0,30.0,1000.0,0.0,1140591.2422991751,0.8333333333333334,95429467272.36432,20000000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,200.0,30.0,1000.0,100.0,1140591.2422991751,0.8333333333333334,95429467272.36432,20000000.0,2000.0,False,transport_limited
storm,300,5.0,200.0,30.0,1000.0,300.0,1140591.2422991751,0.8333333333333334,95429467272.36432,20000000.0,666.6666666666666,False,transport_limited
storm,300,5.0,200.0,30.0,100000.0,0.0,1140591.2422991751,0.8333333333333334,95429467272.36432,200000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,200.0,30.0,100000.0,100.0,1140591.2422991751,0.8333333333333334,95429467272.36432,200000.0,2000.0,False,transport_limited
storm,300,5.0,200.0,30.0,100000.0,300.0,1140591.2422991751,0.8333333333333334,95429467272.36432,200000.0,666.6666666666666,False,transport_limited
storm,300,5.0,200.0,30.0,1000000.0,0.0,1140591.2422991751,0.8333333333333334,95429467272.36432,20000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,200.0,30.0,1000000.0,100.0,1140591.2422991751,0.8333333333333334,95429467272.36432,20000.0,2000.0,False,transport_limited
storm,300,5.0,200.0,30.0,1000000.0,300.0,1140591.2422991751,0.8333333333333334,95429467272.36432,20000.0,666.6666666666666,False,transport_limited
storm,300,5.0,1000.0,30.0,1000.0,0.0,28514781.05747938,0.8333333333333334,2385736681809.1084,500000000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,1000.0,30.0,1000.0,100.0,28514781.05747938,0.8333333333333334,2385736681809.1084,500000000.0,10000.0,True,thermodynamically_conceivable
storm,300,5.0,1000.0,30.0,1000.0,300.0,28514781.05747938,0.8333333333333334,2385736681809.1084,500000000.0,3333.3333333333335,False,transport_limited
storm,300,5.0,1000.0,30.0,100000.0,0.0,28514781.05747938,0.8333333333333334,2385736681809.1084,5000000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,1000.0,30.0,100000.0,100.0,28514781.05747938,0.8333333333333334,2385736681809.1084,5000000.0,10000.0,True,thermodynamically_conceivable
storm,300,5.0,1000.0,30.0,100000.0,300.0,28514781.05747938,0.8333333333333334,2385736681809.1084,5000000.0,3333.3333333333335,False,transport_limited
storm,300,5.0,1000.0,30.0,1000000.0,0.0,28514781.05747938,0.8333333333333334,2385736681809.1084,500000.0,inf,True,thermodynamically_conceivable
storm,300,5.0,1000.0,30.0,1000000.0,100.0,28514781.05747938,0.8333333333333334,2385736681809.1084,500000.0,10000.0,True,thermodynamically_conceivable
storm,300,5.0,1000.0,30.0,1000000.0,300.0,28514781.05747938,0.8333333333333334,2385736681809.1084,500000.0,3333.3333333333335,False,transport_limited
storm,300,20.0,50.0,30.0,1000.0,0.0,71286.95264369845,0.9523809523809523,6816390519.454594,1250000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,50.0,30.0,1000.0,100.0,71286.95264369845,0.9523809523809523,6816390519.454594,1250000.0,500.0,False,transport_limited
storm,300,20.0,50.0,30.0,1000.0,300.0,71286.95264369845,0.9523809523809523,6816390519.454594,1250000.0,166.66666666666666,False,transport_limited
storm,300,20.0,50.0,30.0,100000.0,0.0,71286.95264369845,0.9523809523809523,6816390519.454594,12500.0,inf,True,thermodynamically_conceivable
storm,300,20.0,50.0,30.0,100000.0,100.0,71286.95264369845,0.9523809523809523,6816390519.454594,12500.0,500.0,False,transport_limited
storm,300,20.0,50.0,30.0,100000.0,300.0,71286.95264369845,0.9523809523809523,6816390519.454594,12500.0,166.66666666666666,False,transport_limited
storm,300,20.0,50.0,30.0,1000000.0,0.0,71286.95264369845,0.9523809523809523,6816390519.454594,1250.0,inf,False,transport_limited
storm,300,20.0,50.0,30.0,1000000.0,100.0,71286.95264369845,0.9523809523809523,6816390519.454594,1250.0,500.0,False,transport_limited
storm,300,20.0,50.0,30.0,1000000.0,300.0,71286.95264369845,0.9523809523809523,6816390519.454594,1250.0,166.66666666666666,False,transport_limited
storm,300,20.0,200.0,30.0,1000.0,0.0,1140591.2422991751,0.9523809523809523,109062248311.2735,20000000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,200.0,30.0,1000.0,100.0,1140591.2422991751,0.9523809523809523,109062248311.2735,20000000.0,2000.0,False,transport_limited
storm,300,20.0,200.0,30.0,1000.0,300.0,1140591.2422991751,0.9523809523809523,109062248311.2735,20000000.0,666.6666666666666,False,transport_limited
storm,300,20.0,200.0,30.0,100000.0,0.0,1140591.2422991751,0.9523809523809523,109062248311.2735,200000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,200.0,30.0,100000.0,100.0,1140591.2422991751,0.9523809523809523,109062248311.2735,200000.0,2000.0,False,transport_limited
storm,300,20.0,200.0,30.0,100000.0,300.0,1140591.2422991751,0.9523809523809523,109062248311.2735,200000.0,666.6666666666666,False,transport_limited
storm,300,20.0,200.0,30.0,1000000.0,0.0,1140591.2422991751,0.9523809523809523,109062248311.2735,20000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,200.0,30.0,1000000.0,100.0,1140591.2422991751,0.9523809523809523,109062248311.2735,20000.0,2000.0,False,transport_limited
storm,300,20.0,200.0,30.0,1000000.0,300.0,1140591.2422991751,0.9523809523809523,109062248311.2735,20000.0,666.6666666666666,False,transport_limited
storm,300,20.0,1000.0,30.0,1000.0,0.0,28514781.05747938,0.9523809523809523,2726556207781.838,500000000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,1000.0,30.0,1000.0,100.0,28514781.05747938,0.9523809523809523,2726556207781.838,500000000.0,10000.0,True,thermodynamically_conceivable
storm,300,20.0,1000.0,30.0,1000.0,300.0,28514781.05747938,0.9523809523809523,2726556207781.838,500000000.0,3333.3333333333335,False,transport_limited
storm,300,20.0,1000.0,30.0,100000.0,0.0,28514781.05747938,0.9523809523809523,2726556207781.838,5000000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,1000.0,30.0,100000.0,100.0,28514781.05747938,0.9523809523809523,2726556207781.838,5000000.0,10000.0,True,thermodynamically_conceivable
storm,300,20.0,1000.0,30.0,100000.0,300.0,28514781.05747938,0.9523809523809523,2726556207781.838,5000000.0,3333.3333333333335,False,transport_limited
storm,300,20.0,1000.0,30.0,1000000.0,0.0,28514781.05747938,0.9523809523809523,2726556207781.838,500000.0,inf,True,thermodynamically_conceivable
storm,300,20.0,1000.0,30.0,1000000.0,100.0,28514781.05747938,0.9523809523809523,2726556207781.838,500000.0,10000.0,True,thermodynamically_conceivable
storm,300,20.0,1000.0,30.0,1000000.0,300.0,28514781.05747938,0.9523809523809523,2726556207781.838,500000.0,3333.3333333333335,False,transport_limited
storm,400,1.0,50.0,30.0,1000.0,0.0,15075.31617319053,0.5,756780871.8941646,1250000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,50.0,30.0,1000.0,100.0,15075.31617319053,0.5,756780871.8941646,1250000.0,500.0,False,transport_limited
storm,400,1.0,50.0,30.0,1000.0,300.0,15075.31617319053,0.5,756780871.8941646,1250000.0,166.66666666666666,False,transport_limited
storm,400,1.0,50.0,30.0,100000.0,0.0,15075.31617319053,0.5,756780871.8941646,12500.0,inf,True,thermodynamically_conceivable
storm,400,1.0,50.0,30.0,100000.0,100.0,15075.31617319053,0.5,756780871.8941646,12500.0,500.0,False,transport_limited
storm,400,1.0,50.0,30.0,100000.0,300.0,15075.31617319053,0.5,756780871.8941646,12500.0,166.66666666666666,False,transport_limited
storm,400,1.0,50.0,30.0,1000000.0,0.0,15075.31617319053,0.5,756780871.8941646,1250.0,inf,False,transport_limited
storm,400,1.0,50.0,30.0,1000000.0,100.0,15075.31617319053,0.5,756780871.8941646,1250.0,500.0,False,transport_limited
storm,400,1.0,50.0,30.0,1000000.0,300.0,15075.31617319053,0.5,756780871.8941646,1250.0,166.66666666666666,False,transport_limited
storm,400,1.0,200.0,30.0,1000.0,0.0,241205.05877104847,0.5,12108493950.306633,20000000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,200.0,30.0,1000.0,100.0,241205.05877104847,0.5,12108493950.306633,20000000.0,2000.0,False,transport_limited
storm,400,1.0,200.0,30.0,1000.0,300.0,241205.05877104847,0.5,12108493950.306633,20000000.0,666.6666666666666,False,transport_limited
storm,400,1.0,200.0,30.0,100000.0,0.0,241205.05877104847,0.5,12108493950.306633,200000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,200.0,30.0,100000.0,100.0,241205.05877104847,0.5,12108493950.306633,200000.0,2000.0,False,transport_limited
storm,400,1.0,200.0,30.0,100000.0,300.0,241205.05877104847,0.5,12108493950.306633,200000.0,666.6666666666666,False,transport_limited
storm,400,1.0,200.0,30.0,1000000.0,0.0,241205.05877104847,0.5,12108493950.306633,20000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,200.0,30.0,1000000.0,100.0,241205.05877104847,0.5,12108493950.306633,20000.0,2000.0,False,transport_limited
storm,400,1.0,200.0,30.0,1000000.0,300.0,241205.05877104847,0.5,12108493950.306633,20000.0,666.6666666666666,False,transport_limited
storm,400,1.0,1000.0,30.0,1000.0,0.0,6030126.469276212,0.5,302712348757.6659,500000000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,1000.0,30.0,1000.0,100.0,6030126.469276212,0.5,302712348757.6659,500000000.0,10000.0,True,thermodynamically_conceivable
storm,400,1.0,1000.0,30.0,1000.0,300.0,6030126.469276212,0.5,302712348757.6659,500000000.0,3333.3333333333335,False,transport_limited
storm,400,1.0,1000.0,30.0,100000.0,0.0,6030126.469276212,0.5,302712348757.6659,5000000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,1000.0,30.0,100000.0,100.0,6030126.469276212,0.5,302712348757.6659,5000000.0,10000.0,True,thermodynamically_conceivable
storm,400,1.0,1000.0,30.0,100000.0,300.0,6030126.469276212,0.5,302712348757.6659,5000000.0,3333.3333333333335,False,transport_limited
storm,400,1.0,1000.0,30.0,1000000.0,0.0,6030126.469276212,0.5,302712348757.6659,500000.0,inf,True,thermodynamically_conceivable
storm,400,1.0,1000.0,30.0,1000000.0,100.0,6030126.469276212,0.5,302712348757.6659,500000.0,10000.0,True,thermodynamically_conceivable
storm,400,1.0,1000.0,30.0,1000000.0,300.0,6030126.469276212,0.5,302712348757.6659,500000.0,3333.3333333333335,False,transport_limited
storm,400,5.0,50.0,30.0,1000.0,0.0,15075.31617319053,0.8333333333333334,1261301453.156941,1250000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,50.0,30.0,1000.0,100.0,15075.31617319053,0.8333333333333334,1261301453.156941,1250000.0,500.0,False,transport_limited
storm,400,5.0,50.0,30.0,1000.0,300.0,15075.31617319053,0.8333333333333334,1261301453.156941,1250000.0,166.66666666666666,False,transport_limited
storm,400,5.0,50.0,30.0,100000.0,0.0,15075.31617319053,0.8333333333333334,1261301453.156941,12500.0,inf,True,thermodynamically_conceivable
storm,400,5.0,50.0,30.0,100000.0,100.0,15075.31617319053,0.8333333333333334,1261301453.156941,12500.0,500.0,False,transport_limited
storm,400,5.0,50.0,30.0,100000.0,300.0,15075.31617319053,0.8333333333333334,1261301453.156941,12500.0,166.66666666666666,False,transport_limited
storm,400,5.0,50.0,30.0,1000000.0,0.0,15075.31617319053,0.8333333333333334,1261301453.156941,1250.0,inf,False,transport_limited
storm,400,5.0,50.0,30.0,1000000.0,100.0,15075.31617319053,0.8333333333333334,1261301453.156941,1250.0,500.0,False,transport_limited
storm,400,5.0,50.0,30.0,1000000.0,300.0,15075.31617319053,0.8333333333333334,1261301453.156941,1250.0,166.66666666666666,False,transport_limited
storm,400,5.0,200.0,30.0,1000.0,0.0,241205.05877104847,0.8333333333333334,20180823250.511055,20000000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,200.0,30.0,1000.0,100.0,241205.05877104847,0.8333333333333334,20180823250.511055,20000000.0,2000.0,False,transport_limited
storm,400,5.0,200.0,30.0,1000.0,300.0,241205.05877104847,0.8333333333333334,20180823250.511055,20000000.0,666.6666666666666,False,transport_limited
storm,400,5.0,200.0,30.0,100000.0,0.0,241205.05877104847,0.8333333333333334,20180823250.511055,200000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,200.0,30.0,100000.0,100.0,241205.05877104847,0.8333333333333334,20180823250.511055,200000.0,2000.0,False,transport_limited
storm,400,5.0,200.0,30.0,100000.0,300.0,241205.05877104847,0.8333333333333334,20180823250.511055,200000.0,666.6666666666666,False,transport_limited
storm,400,5.0,200.0,30.0,1000000.0,0.0,241205.05877104847,0.8333333333333334,20180823250.511055,20000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,200.0,30.0,1000000.0,100.0,241205.05877104847,0.8333333333333334,20180823250.511055,20000.0,2000.0,False,transport_limited
storm,400,5.0,200.0,30.0,1000000.0,300.0,241205.05877104847,0.8333333333333334,20180823250.511055,20000.0,666.6666666666666,False,transport_limited
storm,400,5.0,1000.0,30.0,1000.0,0.0,6030126.469276212,0.8333333333333334,504520581262.7765,500000000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,1000.0,30.0,1000.0,100.0,6030126.469276212,0.8333333333333334,504520581262.7765,500000000.0,10000.0,True,thermodynamically_conceivable
storm,400,5.0,1000.0,30.0,1000.0,300.0,6030126.469276212,0.8333333333333334,504520581262.7765,500000000.0,3333.3333333333335,False,transport_limited
storm,400,5.0,1000.0,30.0,100000.0,0.0,6030126.469276212,0.8333333333333334,504520581262.7765,5000000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,1000.0,30.0,100000.0,100.0,6030126.469276212,0.8333333333333334,504520581262.7765,5000000.0,10000.0,True,thermodynamically_conceivable
storm,400,5.0,1000.0,30.0,100000.0,300.0,6030126.469276212,0.8333333333333334,504520581262.7765,5000000.0,3333.3333333333335,False,transport_limited
storm,400,5.0,1000.0,30.0,1000000.0,0.0,6030126.469276212,0.8333333333333334,504520581262.7765,500000.0,inf,True,thermodynamically_conceivable
storm,400,5.0,1000.0,30.0,1000000.0,100.0,6030126.469276212,0.8333333333333334,504520581262.7765,500000.0,10000.0,True,thermodynamically_conceivable
storm,400,5.0,1000.0,30.0,1000000.0,300.0,6030126.469276212,0.8333333333333334,504520581262.7765,500000.0,3333.3333333333335,False,transport_limited
storm,400,20.0,50.0,30.0,1000.0,0.0,15075.31617319053,0.9523809523809523,1441487375.036504,1250000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,50.0,30.0,1000.0,100.0,15075.31617319053,0.9523809523809523,1441487375.036504,1250000.0,500.0,False,transport_limited
storm,400,20.0,50.0,30.0,1000.0,300.0,15075.31617319053,0.9523809523809523,1441487375.036504,1250000.0,166.66666666666666,False,transport_limited
storm,400,20.0,50.0,30.0,100000.0,0.0,15075.31617319053,0.9523809523809523,1441487375.036504,12500.0,inf,True,thermodynamically_conceivable
storm,400,20.0,50.0,30.0,100000.0,100.0,15075.31617319053,0.9523809523809523,1441487375.036504,12500.0,500.0,False,transport_limited
storm,400,20.0,50.0,30.0,100000.0,300.0,15075.31617319053,0.9523809523809523,1441487375.036504,12500.0,166.66666666666666,False,transport_limited
storm,400,20.0,50.0,30.0,1000000.0,0.0,15075.31617319053,0.9523809523809523,1441487375.036504,1250.0,inf,False,transport_limited
storm,400,20.0,50.0,30.0,1000000.0,100.0,15075.31617319053,0.9523809523809523,1441487375.036504,1250.0,500.0,False,transport_limited
storm,400,20.0,50.0,30.0,1000000.0,300.0,15075.31617319053,0.9523809523809523,1441487375.036504,1250.0,166.66666666666666,False,transport_limited
storm,400,20.0,200.0,30.0,1000.0,0.0,241205.05877104847,0.9523809523809523,23063798000.584064,20000000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,200.0,30.0,1000.0,100.0,241205.05877104847,0.9523809523809523,23063798000.584064,20000000.0,2000.0,False,transport_limited
storm,400,20.0,200.0,30.0,1000.0,300.0,241205.05877104847,0.9523809523809523,23063798000.584064,20000000.0,666.6666666666666,False,transport_limited
storm,400,20.0,200.0,30.0,100000.0,0.0,241205.05877104847,0.9523809523809523,23063798000.584064,200000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,200.0,30.0,100000.0,100.0,241205.05877104847,0.9523809523809523,23063798000.584064,200000.0,2000.0,False,transport_limited
storm,400,20.0,200.0,30.0,100000.0,300.0,241205.05877104847,0.9523809523809523,23063798000.584064,200000.0,666.6666666666666,False,transport_limited
storm,400,20.0,200.0,30.0,1000000.0,0.0,241205.05877104847,0.9523809523809523,23063798000.584064,20000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,200.0,30.0,1000000.0,100.0,241205.05877104847,0.9523809523809523,23063798000.584064,20000.0,2000.0,False,transport_limited
storm,400,20.0,200.0,30.0,1000000.0,300.0,241205.05877104847,0.9523809523809523,23063798000.584064,20000.0,666.6666666666666,False,transport_limited
storm,400,20.0,1000.0,30.0,1000.0,0.0,6030126.469276212,0.9523809523809523,576594950014.6016,500000000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,1000.0,30.0,1000.0,100.0,6030126.469276212,0.9523809523809523,576594950014.6016,500000000.0,10000.0,True,thermodynamically_conceivable
storm,400,20.0,1000.0,30.0,1000.0,300.0,6030126.469276212,0.9523809523809523,576594950014.6016,500000000.0,3333.3333333333335,False,transport_limited
storm,400,20.0,1000.0,30.0,100000.0,0.0,6030126.469276212,0.9523809523809523,576594950014.6016,5000000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,1000.0,30.0,100000.0,100.0,6030126.469276212,0.9523809523809523,576594950014.6016,5000000.0,10000.0,True,thermodynamically_conceivable
storm,400,20.0,1000.0,30.0,100000.0,300.0,6030126.469276212,0.9523809523809523,576594950014.6016,5000000.0,3333.3333333333335,False,transport_limited
storm,400,20.0,1000.0,30.0,1000000.0,0.0,6030126.469276212,0.9523809523809523,576594950014.6016,500000.0,inf,True,thermodynamically_conceivable
storm,400,20.0,1000.0,30.0,1000000.0,100.0,6030126.469276212,0.9523809523809523,576594950014.6016,500000.0,10000.0,True,thermodynamically_conceivable
storm,400,20.0,1000.0,30.0,1000000.0,300.0,6030126.469276212,0.9523809523809523,576594950014.6016,500000.0,3333.3333333333335,False,transport_limited
storm,500,1.0,50.0,30.0,1000.0,0.0,3941.1195817029197,0.5,197844203.00148657,1250000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,50.0,30.0,1000.0,100.0,3941.1195817029197,0.5,197844203.00148657,1250000.0,500.0,False,transport_limited
storm,500,1.0,50.0,30.0,1000.0,300.0,3941.1195817029197,0.5,197844203.00148657,1250000.0,166.66666666666666,False,transport_limited
storm,500,1.0,50.0,30.0,100000.0,0.0,3941.1195817029197,0.5,197844203.00148657,12500.0,inf,True,thermodynamically_conceivable
storm,500,1.0,50.0,30.0,100000.0,100.0,3941.1195817029197,0.5,197844203.00148657,12500.0,500.0,False,transport_limited
storm,500,1.0,50.0,30.0,100000.0,300.0,3941.1195817029197,0.5,197844203.00148657,12500.0,166.66666666666666,False,transport_limited
storm,500,1.0,50.0,30.0,1000000.0,0.0,3941.1195817029197,0.5,197844203.00148657,1250.0,inf,False,transport_limited
storm,500,1.0,50.0,30.0,1000000.0,100.0,3941.1195817029197,0.5,197844203.00148657,1250.0,500.0,False,transport_limited
storm,500,1.0,50.0,30.0,1000000.0,300.0,3941.1195817029197,0.5,197844203.00148657,1250.0,166.66666666666666,False,transport_limited
storm,500,1.0,200.0,30.0,1000.0,0.0,63057.913307246716,0.5,3165507248.023785,20000000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,200.0,30.0,1000.0,100.0,63057.913307246716,0.5,3165507248.023785,20000000.0,2000.0,False,transport_limited
storm,500,1.0,200.0,30.0,1000.0,300.0,63057.913307246716,0.5,3165507248.023785,20000000.0,666.6666666666666,False,transport_limited
storm,500,1.0,200.0,30.0,100000.0,0.0,63057.913307246716,0.5,3165507248.023785,200000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,200.0,30.0,100000.0,100.0,63057.913307246716,0.5,3165507248.023785,200000.0,2000.0,False,transport_limited
storm,500,1.0,200.0,30.0,100000.0,300.0,63057.913307246716,0.5,3165507248.023785,200000.0,666.6666666666666,False,transport_limited
storm,500,1.0,200.0,30.0,1000000.0,0.0,63057.913307246716,0.5,3165507248.023785,20000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,200.0,30.0,1000000.0,100.0,63057.913307246716,0.5,3165507248.023785,20000.0,2000.0,False,transport_limited
storm,500,1.0,200.0,30.0,1000000.0,300.0,63057.913307246716,0.5,3165507248.023785,20000.0,666.6666666666666,False,transport_limited
storm,500,1.0,1000.0,30.0,1000.0,0.0,1576447.8326811679,0.5,79137681200.59464,500000000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,1000.0,30.0,1000.0,100.0,1576447.8326811679,0.5,79137681200.59464,500000000.0,10000.0,True,thermodynamically_conceivable
storm,500,1.0,1000.0,30.0,1000.0,300.0,1576447.8326811679,0.5,79137681200.59464,500000000.0,3333.3333333333335,False,transport_limited
storm,500,1.0,1000.0,30.0,100000.0,0.0,1576447.8326811679,0.5,79137681200.59464,5000000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,1000.0,30.0,100000.0,100.0,1576447.8326811679,0.5,79137681200.59464,5000000.0,10000.0,True,thermodynamically_conceivable
storm,500,1.0,1000.0,30.0,100000.0,300.0,1576447.8326811679,0.5,79137681200.59464,5000000.0,3333.3333333333335,False,transport_limited
storm,500,1.0,1000.0,30.0,1000000.0,0.0,1576447.8326811679,0.5,79137681200.59464,500000.0,inf,True,thermodynamically_conceivable
storm,500,1.0,1000.0,30.0,1000000.0,100.0,1576447.8326811679,0.5,79137681200.59464,500000.0,10000.0,True,thermodynamically_conceivable
storm,500,1.0,1000.0,30.0,1000000.0,300.0,1576447.8326811679,0.5,79137681200.59464,500000.0,3333.3333333333335,False,transport_limited
storm,500,5.0,50.0,30.0,1000.0,0.0,3941.1195817029197,0.8333333333333334,329740338.33581096,1250000.0,inf,True,thermodynamically_conceivable
storm,500,5.0,50.0,30.0,1000.0,100.0,3941.1195817029197,0.8333333333333334,329740338.33581096,1250000.0,500.0,False,transport_limited
storm,500,5.0,50.0,30.0,1000.0,300.0,3941.1195817029197,0.8333333333333334,329740338.33581096,1250000.0,166.66666666666666,False,transport_limited
storm,500,5.0,50.0,30.0,100000.0,0.0,3941.1195817029197,0.8333333333333334,329740338.33581096,12500.0,inf,True,thermodynamically_conceivable
storm,500,5.0,50.0,30.0,100000.0,100.0,3941.1195817029197,0.8333333333333334,329740338.33581096,12500.0,500.0,False,transport_limited
storm,500,5.0,50.0,30.0,100000.0,300.0,3941.1195817029197,0.8333333333333334,329740338.33581096,12500.0,166.66666666666666,False,transport_limited
storm,500,5.0,50.0,30.0,1000000.0,0.0,3941.1195817029197,0.8333333333333334,329740338.33581096,1250.0,inf,False,transport_limited
storm,500,5.0,50.0,30.0,1000000.0,100.0,3941.1195817029197,0.8333333333333334,329740338.33581096,1250.0,500.0,False,transport_limited
storm,500,5.0,50.0,30.0,1000000.0,300.0,3941.1195817029197,0.8333333333333334,329740338.33581096,1250.0,166.66666666666666,False,transport_limited
storm,500,5.0,200.0,30.0,1000.0,0.0,63057.913307246716,0.8333333333333334,5275845413.372975,20000000.0,inf,True,thermodynamically_conceivable
storm,500,5.0,200.0,30.0,1000.0,100.0,63057.913307246716,0.8333333333333334,5275845413.372975,20000000.0,2000.0,False,transport_limited
storm,500,5.0,200.0,30.0,1000.0,300.0,63057.913307246716,0.8333333333333334,5275845413.372975,20000000.0,666.6666666666666,False,transport_limited
storm,500,5.0,200.0,30.0,100000.0,0.0,63057.913307246716,0.8333333333333334,5275845413.372975,200000.0,inf,True,thermodynamically_conceivable
storm,500,5.0,200.0,30.0,100000.0,100.0,63057.913307246716,0.8333333333333334,5275845413.372975,200000.0,2000.0,False,transport_limited
storm,500,5.0,200.0,30.0,100000.0,300.0,63057.913307246716,0.8333333333333334,5275845413.372975,200000.0,666.6666666666666,False,transport_limited
storm,500,5.0,200.0,30.0,1000000.0,0.0,63057.913307246716,0.8333333333333334,5275845413.372975,20000.0,inf,True,thermodynamically_conceivable
storm,500,5.0,200.0,30.0,1000000.0,100.0,63057.913307246716,0.8333333333333334,5275845413.372975,20000.0,2000.0,False,transport_limited
storm,500,5.0,200.0,30.0,1000000.0,300.0,63057.913307246716,0.8333333333333334,5275845413.372975,20000.0,666.6666666666666,False,transport_limited
storm,500,5.0,1000.0,30.0,1000.0,0.0,1576447.8326811679,0.8333333333333334,131896135334.32439,500000000.0,inf,True,thermodynamically_conceivable
storm,500,5.0,1000.0,30.0,1000.0,100.0,1576447.8326811679,0.8333333333333334,131896135334.32439,500000000.0,10000.0,True,thermodynamically_conceivable
storm,500,5.0,1000.0,30.0,1000.0,300.0,1576447.8326811679,0.8333333333333334,131896135334.32439,500000000.0,3333.3333333333335,False,transport_limited
storm,500,5.0,1000.0,30.0,100000.0,0.0,1576447.8326811679,0.8333333333333334,131896135334.32439,5000000.0,inf,True,thermodynamically_conceivable
